CustomerID,AddressID,AddressType,AddressLine1,AddressLine2,City,StateProvince,CountryRegion,PostalCode
29771,990,Main Office,5420 West 22500 South,NULL,Salt Lake City,Utah,United States,84101
29809,991,Main Office,60025 Bollinger Canyon Road,NULL,San Ramon,California,United States,94583
29957,992,Main Office,9992 Whipple Rd,NULL,Union City,California,United States,94587
29568,993,Main Office,Corporate Office,NULL,El Segundo,California,United States,90245
29805,994,Main Office,25001 Montague Expressway,NULL,Milpitas,California,United States,95035
29935,996,Main Office,2575 West 2700 South,NULL,Salt Lake City,Utah,United States,84101
29799,997,Main Office,70259 West Sunnyview Ave,NULL,Visalia,California,United States,93291
29929,999,Main Office,Receiving,NULL,Fullerton,California,United States,92831
29598,1000,Main Office,22555 Paseo De Las Americas,NULL,San Diego,California,United States,92102
29703,1001,Main Office,Incom Sports Center,NULL,Ontario,California,United States,91764
29924,1002,Main Office,"C/O Starpak, Inc.",NULL,Greeley,Colorado,United States,80631
29631,1003,Main Office,5967 W Las Positas Blvd,NULL,Pleasanton,California,United States,94566
29944,1004,Main Office,25600 E St Andrews Pl,NULL,Santa Ana,California,United States,92701
29919,1005,Main Office,6756 Mowry,NULL,Newark,California,United States,94560
30069,1006,Main Office,25472 Marlay Ave,NULL,Fontana,California,United States,92335
29673,1007,Main Office,77 Beale Street,Room 99767c,San Francisco,California,United States,94109
29949,1008,Main Office,910 Main Street.,NULL,Sparks,Nevada,United States,89431
30063,1009,Main Office,2500 N Serene Blvd,19th Floor,El Segundo,California,United States,90245
29793,1011,Main Office,9700 Sisk Road,NULL,Modesto,California,United States,95354
29579,1012,Main Office,789 West Alameda,NULL,Westminster,Colorado,United States,80030
29662,1013,Main Office,54254 Pacific Ave.,NULL,Stockton,California,United States,95202
29584,1014,Main Office,25136 Jefferson Blvd.,NULL,Culver City,California,United States,90232
29716,1015,Main Office,99000 S. Avalon Blvd. Suite 750,NULL,Carson,California,United States,90746
29573,1016,Main Office,72502 Eastern Ave.,NULL,Bell Gardens,California,United States,90201
29710,1017,Main Office,2560 E. Newlands Dr,NULL,Fernley,Nevada,United States,89408
29893,1018,Main Office,630 N. Capitol Ave.,NULL,San Jose,California,United States,95112
29653,1019,Main Office,4660 Rodeo Road,NULL,Santa Fe,New Mexico,United States,87501
29938,1020,Main Office,251340 E. South St.,NULL,Cerritos,California,United States,90703
29889,1021,Main Office,440 West Huntington Dr.,NULL,Monrovia,California,United States,91016
29987,1023,Main Office,870 N. 54th Ave.,NULL,Chandler,Arizona,United States,85225
29992,1024,Main Office,9952 E. Lohman Ave.,NULL,Las Cruces,New Mexico,United States,88001
29883,1025,Main Office,2530 South Colorado Blvd.,NULL,Denver,Colorado,United States,80203
29877,1026,Main Office,955 E. County Line Rd.,NULL,Englewood,Colorado,United States,80110
29998,1027,Main Office,409 Santa Monica Blvd.,NULL,Santa Monica,California,United States,90401
30100,1028,Main Office,Mall Of Orange,NULL,Orange,California,United States,92867
29871,1029,Main Office,Topanga Plaza,NULL,Canoga Park,California,United States,91303
29560,1030,Main Office,Escondido,NULL,Escondido,California,United States,92025
30094,1031,Main Office,Natomas Marketplace,NULL,Sacramento,California,United States,95814
29865,1032,Main Office,Simi @ The Plaza,NULL,Simi Valley,California,United States,93065
29623,1033,Main Office,Lakewood Mall,NULL,Lakewood,California,United States,90712
30089,1034,Main Office,Oxnard Outlet,NULL,Oxnard,California,United States,93030
29781,1035,Main Office,Vista Marketplace,NULL,Alhambra,California,United States,91801
29690,1036,Main Office,Sports Store At Park City,NULL,Park City,Utah,United States,84098
30027,1038,Main Office,123 Camelia Avenue,NULL,Oxnard,California,United States,93030
29696,1039,Main Office,Mountain Square,NULL,Upland,California,United States,91786
29522,1040,Main Office,Fox Hills,NULL,Culver City,California,United States,90232
30022,1041,Main Office,Parkway Plaza,NULL,El Cajon,California,United States,92020
29788,1043,Main Office,Hanford Mall,NULL,Hanford,California,United States,93230
30116,1044,Main Office,Ontario Mills,NULL,Ontario,California,United States,91764
29511,1046,Main Office,Rocky Mountain Pines Outlet,NULL,Loveland,Colorado,United States,80537
30110,1047,Main Office,Stevens Creek Shopping Center,NULL,San Jose,California,United States,95112
29686,1048,Main Office,Factory Merchants,NULL,Barstow,California,United States,92311
29525,1049,Main Office,The Citadel Commerce Plaza,NULL,City Of Commerce,California,United States,90040
29682,1051,Main Office,Pavillion @ Redlands,NULL,Redlands,California,United States,92373
30056,1052,Main Office,San Diego Factory,NULL,San Ysidro,California,United States,92173
29901,1053,Main Office,Pacific West Outlet,NULL,Gilroy,California,United States,95020
29521,1054,Main Office,Belz Factory Outlet,NULL,Las Vegas,Nevada,United States,89106
29853,1056,Main Office,Lake Elisnor Place,NULL,Lake Elsinore,California,United States,92530
29660,1058,Main Office,Riverside,NULL,Sherman Oaks,California,United States,91403
29650,1059,Main Office,The Quad @ WestView,NULL,Whittier,California,United States,90605
29605,1060,Main Office,Arcadia Crossing,NULL,Phoenix,Arizona,United States,85004
29531,1061,Main Office,Eastern Beltway Center,NULL,Las Vegas,Nevada,United States,89106
29733,1062,Main Office,Factory Stores/tucson,NULL,Tucson,Arizona,United States,85701
29768,1064,Main Office,West Park Plaza,NULL,Irvine,California,United States,92614
29739,1065,Main Office,Factory Stores Of America,NULL,Mesa,Arizona,United States,85201
29897,1066,Main Office,Prime Outlets,NULL,Phoenix,Arizona,United States,85004
29763,1067,Main Office,Bayshore Mall,NULL,Eureka,California,United States,95501
29744,1068,Main Office,7709 West Virginia Avenue,NULL,Phoenix,Arizona,United States,85004
29489,1069,Main Office,6900 Sisk Road,NULL,Modesto,California,United States,95354
29757,1070,Main Office,3250 Baldwin Park Blvd,NULL,Baldwin Park,California,United States,91706
30047,1071,Main Office,5867 Sunrise Boulevard,NULL,Citrus Heights,California,United States,95610
29496,1072,Main Office,6500 East Grant Road,NULL,Tucson,Arizona,United States,85701
29565,1073,Main Office,3065 Santa Margarita Parkway,NULL,Trabuco Canyon,California,United States,92679
30052,1074,Main Office,9920 Bridgepointe Parkway,NULL,San Mateo,California,United States,94404
29783,1075,Main Office,5525 South Hover Road,NULL,Longmont,Colorado,United States,80501
30076,1076,Main Office,8525 South Parker Road,NULL,Parker,Colorado,United States,80138
30012,1077,Main Office,7505 Laguna Boulevard,NULL,Elk Grove,California,United States,95624
29784,1078,Main Office,9909 W. Ventura Boulevard,NULL,Camarillo,California,United States,93010
29914,1079,Main Office,25150 El Camino Real,NULL,San Bruno,California,United States,94066
29913,1080,Main Office,2575 Rocky Mountain Ave.,NULL,Loveland,Colorado,United States,80537
29506,1082,Main Office,2551 East Warner Road,NULL,Gilbert,Arizona,United States,85233
29505,1083,Main Office,22589 West Craig Road,NULL,North Las Vegas,Nevada,United States,89030
29748,1085,Main Office,49925 Crestview Drive N.E.,NULL,Rio Rancho,New Mexico,United States,87124
29485,1086,Main Office,57251 Serene Blvd,NULL,Van Nuys,California,United States,91411
30028,1087,Main Office,253731 West Bell Road,NULL,Surprise,Arizona,United States,85374
29641,1088,Main Office,99040 California Avenue,NULL,Sand City,California,United States,93955
30033,1090,Main Office,25130 South State Street,NULL,Sandy,Utah,United States,84070
29562,1091,Main Office,5500 Grossmont Center Drive,NULL,La Mesa,California,United States,91941
29847,1092,Main Office,99700 Bell Road,NULL,Auburn,California,United States,95603
30036,1093,Main Office,7750 E Marching Rd,NULL,Scottsdale,Arizona,United States,85257
29842,1094,Main Office,25250 N 90th St,NULL,Scottsdale,Arizona,United States,85257
30040,1095,Main Office,9980 S Alma School Road,NULL,Chandler,Arizona,United States,85225
29862,1096,Main Office,6753 Howard Hughes Parkway,NULL,Las Vegas,Nevada,United States,89106
29834,1097,Main Office,Corp Ofc Accts Payable,NULL,El Segundo,California,United States,90245
29975,1098,Main Office,Po Box 252525,NULL,Santa Ana,California,United States,92701
30107,1099,Main Office,62500 Neil Road,NULL,Reno,Nevada,United States,89502
29720,1100,Main Office,4635 S. Harrison Blvd.,NULL,Ogden,Utah,United States,84401
29826,1101,Main Office,825 W 500 S,NULL,Bountiful,Utah,United States,84010
29982,1102,Main Office,603 Gellert Blvd,NULL,Daly City,California,United States,94015
29728,1103,Main Office,2564 S. Redwood Rd.,NULL,Riverton,Utah,United States,84065
29818,1104,Main Office,9927 N. Main St.,NULL,Tooele,Utah,United States,84074
29636,1105,Main Office,566 S. Main,NULL,Cedar City,Utah,United States,84720
29772,11380,Shipping,165 North Main,NULL,Austin,Texas,United States,78701
29883,11381,Shipping,2000 300th Street,NULL,Denver,Colorado,United States,80203
29861,11382,Shipping,99 Front Street,NULL,Minneapolis,Minnesota,United States,55402
